time_seconds,ecg_lead_II_mV
0.0,-0.995
0.002777777777777778,-0.995
0.005555555555555556,-0.995
0.008333333333333333,-0.995
0.011111111111111112,-0.995
0.013888888888888888,-0.995
0.016666666666666666,-0.995
0.019444444444444445,-1.015
0.022222222222222223,-0.985
0.025,-0.985
0.027777777777777776,-0.97
0.030555555555555555,-0.975
0.03333333333333333,-0.97
0.03611111111111111,-0.99
0.03888888888888889,-1.0
0.041666666666666664,-1.02
0.044444444444444446,-1.025
0.04722222222222222,-1.03
0.05,-1.045
0.05277777777777778,-1.025
0.05555555555555555,-1.035
0.058333333333333334,-1.015
0.06111111111111111,-1.015
0.06388888888888888,-0.995
0.06666666666666667,-0.99
0.06944444444444445,-0.99
0.07222222222222222,-0.995
0.075,-1.005
0.07777777777777778,-1.005
0.08055555555555556,-1.015
0.08333333333333333,-1.01
0.08611111111111111,-0.99
0.08888888888888889,-1.02
0.09166666666666666,-1.01
0.09444444444444444,-1.015
0.09722222222222222,-1.0
0.1,-0.99
0.10277777777777777,-0.995
0.10555555555555556,-1.01
0.10833333333333334,-1.005
0.1111111111111111,-1.015
0.11388888888888889,-0.995
0.11666666666666667,-1.005
0.11944444444444445,-1.005
0.12222222222222222,-0.985
0.125,-0.985
0.12777777777777777,-0.98
0.13055555555555556,-0.96
0.13333333333333333,-0.94
0.1361111111111111,-0.96
0.1388888888888889,-0.94
0.14166666666666666,-0.945
0.14444444444444443,-0.945
0.14722222222222223,-0.94
0.15,-0.95
0.1527777777777778,-0.935
0.15555555555555556,-0.915
0.15833333333333333,-0.905
0.16111111111111112,-0.89
0.1638888888888889,-0.875
0.16666666666666666,-0.86
0.16944444444444445,-0.865
0.17222222222222222,-0.86
0.175,-0.845
0.17777777777777778,-0.85
0.18055555555555555,-0.85
0.18333333333333332,-0.84
0.18611111111111112,-0.82
0.18888888888888888,-0.805
0.19166666666666668,-0.775
0.19444444444444445,-0.755
0.19722222222222222,-0.725
0.2,-0.705
0.20277777777777778,-0.685
0.20555555555555555,-0.67
0.20833333333333334,-0.67
0.2111111111111111,-0.66
0.21388888888888888,-0.65
0.21666666666666667,-0.63
0.21944444444444444,-0.605
0.2222222222222222,-0.6
0.225,-0.56
0.22777777777777777,-0.53
0.23055555555555557,-0.52
0.23333333333333334,-0.495
0.2361111111111111,-0.475
0.2388888888888889,-0.47
0.24166666666666667,-0.45
0.24444444444444444,-0.45
0.24722222222222223,-0.445
0.25,-0.435
0.25277777777777777,-0.425
0.25555555555555554,-0.415
0.25833333333333336,-0.385
0.2611111111111111,-0.37
0.2638888888888889,-0.365
0.26666666666666666,-0.365
0.26944444444444443,-0.35
0.2722222222222222,-0.37
0.275,-0.395
0.2777777777777778,-0.42
0.28055555555555556,-0.445
0.2833333333333333,-0.47
0.2861111111111111,-0.49
0.28888888888888886,-0.525
0.2916666666666667,-0.55
0.29444444444444445,-0.555
0.2972222222222222,-0.59
0.3,-0.615
0.30277777777777776,-0.65
0.3055555555555556,-0.685
0.30833333333333335,-0.74
0.3111111111111111,-0.765
0.3138888888888889,-0.8
0.31666666666666665,-0.83
0.3194444444444444,-0.845
0.32222222222222224,-0.85
0.325,-0.865
0.3277777777777778,-0.875
0.33055555555555555,-0.87
0.3333333333333333,-0.865
0.33611111111111114,-0.87
0.3388888888888889,-0.89
0.3416666666666667,-0.905
0.34444444444444444,-0.925
0.3472222222222222,-0.93
0.35,-0.945
0.3527777777777778,-0.95
0.35555555555555557,-0.935
0.35833333333333334,-0.93
0.3611111111111111,-0.93
0.3638888888888889,-0.925
0.36666666666666664,-0.93
0.36944444444444446,-0.935
0.37222222222222223,-0.94
0.375,-0.93
0.37777777777777777,-0.95
0.38055555555555554,-0.935
0.38333333333333336,-0.95
0.3861111111111111,-0.955
0.3888888888888889,-0.96
0.39166666666666666,-0.945
0.39444444444444443,-0.92
0.3972222222222222,-0.915
0.4,-0.905
0.4027777777777778,-0.92
0.40555555555555556,-0.915
0.4083333333333333,-0.93
0.4111111111111111,-0.935
0.41388888888888886,-0.945
0.4166666666666667,-0.92
0.41944444444444445,-0.915
0.4222222222222222,-0.905
0.425,-0.9
0.42777777777777776,-0.905
0.4305555555555556,-0.88
0.43333333333333335,-0.875
0.4361111111111111,-0.87
0.4388888888888889,-0.87
0.44166666666666665,-0.88
0.4444444444444444,-0.88
0.44722222222222224,-0.905
0.45,-0.9
0.4527777777777778,-0.91
0.45555555555555555,-0.9
0.4583333333333333,-0.885
0.46111111111111114,-0.865
0.4638888888888889,-0.85
0.4666666666666667,-0.85
0.46944444444444444,-0.845
0.4722222222222222,-0.855
0.475,-0.865
0.4777777777777778,-0.875
0.48055555555555557,-0.89
0.48333333333333334,-0.895
0.4861111111111111,-0.895
0.4888888888888889,-0.89
0.49166666666666664,-0.885
0.49444444444444446,-0.875
0.49722222222222223,-0.875
0.5,-0.86
0.5027777777777778,-0.87
0.5055555555555555,-0.88
0.5083333333333333,-0.89
0.5111111111111111,-0.9
0.5138888888888888,-0.915
